site,date,item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
前金,2021/9/30,PM2.5,24,24,18,26,28,24,30,33,22,24,19,20,22,25,21,18,22,20,15,19,18,16,19,17
前金,2021/10/1,PM2.5,22,17,16,20,19,19,21,22,23,31,26,25,21,11,15,15,15,23,24,23,18,21,17,16
前金,2021/10/2,PM2.5,11,15,19,28,24,27,23,17,32,32,32,33,32,24,23,25,23,27,29,30,24,26,31,34
前金,2021/10/3,PM2.5,30,34,24,28,25,19,24,26,25,31,26,25,25,27,29,29,25,19,18,15,16,18,11,16
前金,2021/10/4,PM2.5,15,13,11,12,16,21,16,17,18,17,20,17,14,16,14,12,14,10,16,14,12,16,14,12
前金,2021/10/5,PM2.5,15,15,14,24,19,16,15,18,20,20,15,14,20,12,15,14,14,19,18,16,14,15,16,13
前金,2021/10/6,PM2.5,15,19,15,17,16,20,19,28,23,24,14,21,24,12,15,15,17,21,20,22,24,21,17,19
前金,2021/10/7,PM2.5,15,15,19,11,20,16,25,26,20,18,21,22,22,14,16,15,11,14,11,8,11,13,14,13
前金,2021/10/8,PM2.5,11,13,9,13,17,17,24,24,25,19,22,23,16,10,12,10,12,12,12,8,15,13,15,10
前金,2021/10/9,PM2.5,13,9,13,13,14,14,18,17,20,19,21,20,25,27,17,14,11,11,9,12,16,13,16,12
前金,2021/10/10,PM2.5,20,14,11,22,26,25,21,18,10,16,25,18,28,18,16,11,16,15,14,12,14,,24,50
前金,2021/10/11,PM2.5,25,18,18,18,19,17,26,32,33,40,38,38,34,37,38,58,45,48,43,21,11,10,11,7
前金,2021/10/12,PM2.5,8,24,18,20,14,11,23,22,17,15,8,6,13,14,14,14,11,14,18,19,22,21,11,9
前金,2021/10/13,PM2.5,10,8,9,7,8,7,7,8,11,11,16,4,7,7,4,5,8,11,10,11,6,10,11,9
前金,2021/10/14,PM2.5,11,7,6,3,3,3,5,4,6,9,11,13,33,35,25,18,25,26,24,27,24,24,18,17
前金,2021/10/15,PM2.5,17,14,15,19,14,18,22,29,29,11,24,31,24,13,7,5,6,7,8,6,6,6,6,4
前金,2021/10/16,PM2.5,4,8,14,14,11,10,11,13,12,14,15,19,14,10,11,11,9,17,12,10,12,11,16,15
前金,2021/10/17,PM2.5,14,11,13,15,18,14,10,16,15,19,19,19,17,17,14,17,21,26,17,16,19,15,12,11
前金,2021/10/18,PM2.5,10,13,16,15,18,13,16,21,19,18,29,23,20,11,11,15,15,11,16,13,17,18,22,21
前金,2021/10/19,PM2.5,16,21,23,25,22,24,23,26,27,30,50,26,25,24,27,38,28,28,28,24,18,20,24,24
前金,2021/10/20,PM2.5,23,24,24,25,27,26,31,35,19,13,17,15,16,20,21,16,23,22,15,14,20,20,20,22
前金,2021/10/21,PM2.5,20,21,25,23,22,18,13,17,17,17,25,29,12,11,12,14,14,9,19,17,16,12,14,11
前金,2021/10/22,PM2.5,13,12,14,12,11,16,11,12,16,19,18,22,27,23,17,19,12,17,14,19,15,17,17,18
前金,2021/10/23,PM2.5,19,18,20,20,21,12,14,12,8,12,14,10,11,9,10,20,19,8,16,15,19,17,24,21
前金,2021/10/24,PM2.5,26,29,34,32,25,28,30,30,33,30,25,20,22,22,20,25,16,16,16,14,11,11,12,17
前金,2021/10/25,PM2.5,15,16,15,16,9,17,13,17,23,23,28,28,27,17,21,18,18,18,23,23,22,24,23,26
前金,2021/10/26,PM2.5,24,25,26,21,18,24,28,26,26,24,19,22,27,24,20,15,16,24,20,18,13,10,16,11
前金,2021/10/27,PM2.5,12,17,24,21,20,23,23,28,34,31,28,23,19,23,18,19,21,17,19,14,20,22,23,29
前金,2021/10/28,PM2.5,26,25,30,26,25,23,21,26,32,39,36,36,29,26,24,26,19,15,19,17,13,15,27,26
前金,2021/10/29,PM2.5,29,30,23,30,26,29,27,32,33,32,23,21,18,18,21,21,16,12,16,12,15,21,23,28
前金,2021/10/30,PM2.5,29,25,23,22,27,24,21,30,13,24,19,16,16,19,17,18,13,12,12,12,17,15,28,27
前金,2021/10/31,PM2.5,28,32,32,36,28,30,26,24,24,35,38,34,21,22,19,21,18,16,20,24,21,23,24,24
前金,2021/11/1,PM2.5,21,18,18,23,24,25,29,24,28,21,20,24,29,26,31,24,24,21,18,19,23,25,24,21
前金,2021/11/2,PM2.5,23,28,24,22,23,22,30,26,33,42,45,37,30,31,29,28,25,24,22,22,26,29,35,33
前金,2021/11/3,PM2.5,27,28,34,33,30,30,34,41,42,29,31,34,26,18,21,19,15,22,18,21,20,19,22,24
前金,2021/11/4,PM2.5,17,17,23,28,23,22,22,30,20,20,28,27,25,20,14,15,16,16,13,16,15,14,24,18
前金,2021/11/5,PM2.5,24,26,30,42,47,35,36,34,35,28,35,12,18,13,9,9,11,14,14,13,13,11,11,9
前金,2021/11/6,PM2.5,11,23,21,21,22,28,32,24,26,12,10,14,16,12,13,20,17,15,14,18,17,23,25,33
前金,2021/11/7,PM2.5,30,32,39,33,32,29,25,30,23,22,36,48,43,34,26,23,15,14,12,9,13,15,17,22
前金,2021/11/8,PM2.5,24,26,22,30,26,23,22,29,27,23,25,22,27,23,12,13,16,11,16,16,21,20,19,16
前金,2021/11/9,PM2.5,18,15,26,22,20,15,16,22,19,26,23,25,28,31,27,22,25,30,32,30,28,28,31,33
前金,2021/11/10,PM2.5,27,31,28,30,22,20,24,25,29,34,31,30,21,22,14,20,15,18,18,22,20,27,22,33
前金,2021/11/11,PM2.5,30,33,30,29,29,30,28,25,22,31,33,30,24,29,18,16,10,15,16,18,20,23,26,28
前金,2021/11/12,PM2.5,30,30,26,25,28,30,29,29,29,31,32,40,36,32,28,20,8,10,15,19,19,14,20,21
前金,2021/11/13,PM2.5,25,30,16,20,22,19,16,14,15,17,16,11,11,11,10,9,14,22,19,17,15,14,19,17
前金,2021/11/14,PM2.5,16,16,16,14,14,15,15,20,18,17,18,14,15,11,14,17,21,14,16,23,23,27,21,28
前金,2021/11/15,PM2.5,27,22,21,26,25,27,25,30,27,16,14,14,11,11,12,11,10,11,11,12,13,21,26,24
前金,2021/11/16,PM2.5,22,24,29,29,19,22,26,30,36,23,20,27,29,20,18,14,18,18,20,28,31,31,36,35
前金,2021/11/17,PM2.5,32,33,40,36,40,34,37,44,41,36,42,43,34,27,22,18,16,18,18,22,20,24,23,22
前金,2021/11/18,PM2.5,32,32,40,35,35,35,29,25,23,27,18,20,17,15,16,13,11,21,15,14,16,14,19,24
前金,2021/11/19,PM2.5,16,21,22,22,22,23,21,31,29,28,25,22,21,21,16,15,9,15,16,21,19,22,22,23
前金,2021/11/20,PM2.5,21,29,30,29,26,23,29,32,29,28,19,28,20,19,13,17,20,19,16,22,27,34,27,25
前金,2021/11/21,PM2.5,28,29,31,30,29,30,28,25,21,20,19,23,20,17,16,9,18,20,15,20,22,24,30,37
前金,2021/11/22,PM2.5,37,41,43,40,42,47,47,54,43,42,37,36,26,20,19,19,21,23,20,13,11,15,12,12
前金,2021/11/23,PM2.5,11,11,9,11,14,16,22,16,21,27,23,23,23,24,21,24,30,27,24,18,21,20,19,16
前金,2021/11/24,PM2.5,18,18,24,22,25,22,21,25,26,36,32,27,17,11,9,11,16,15,17,21,20,21,29,37
前金,2021/11/25,PM2.5,33,31,33,32,21,24,22,28,29,25,28,39,32,26,24,22,25,25,29,31,28,32,37,41
前金,2021/11/26,PM2.5,37,34,35,30,32,31,24,30,37,39,36,34,32,28,28,28,29,30,23,19,22,22,18,19
前金,2021/11/27,PM2.5,21,18,20,15,14,19,17,21,22,26,28,29,28,28,26,22,23,21,22,27,28,20,22,17
前金,2021/11/28,PM2.5,25,31,35,38,40,37,30,38,32,22,22,29,10,11,23,33,32,39,38,28,31,30,34,40
前金,2021/11/29,PM2.5,34,28,31,29,36,24,33,34,39,27,23,35,39,36,39,29,19,12,23,16,17,26,30,27
前金,2021/11/30,PM2.5,23,19,18,19,16,22,21,16,26,21,26,30,27,27,23,17,14,15,16,18,16,16,26,27
前金,2021/12/1,PM2.5,28,28,29,27,28,28,30,24,27,29,32,33,30,27,29,28,21,23,37,39,33,32,30,35
前金,2021/12/2,PM2.5,34,26,33,31,32,33,37,36,33,32,44,38,22,19,20,21,16,25,19,24,25,30,27,26
前金,2021/12/3,PM2.5,32,29,27,31,24,29,31,30,38,32,31,33,32,29,22,17,19,22,22,26,24,25,34,27
前金,2021/12/4,PM2.5,31,31,34,34,37,33,32,37,35,32,24,23,24,22,23,15,14,15,16,17,22,33,29,29
前金,2021/12/5,PM2.5,30,29,30,27,31,26,30,31,29,24,18,13,12,15,12,11,13,15,19,21,18,17,20,18
前金,2021/12/6,PM2.5,18,17,23,17,27,17,24,19,14,16,14,11,10,13,13,12,13,16,20,20,17,19,21,23
前金,2021/12/7,PM2.5,26,24,21,24,25,21,21,21,17,29,31,28,15,19,20,17,12,18,18,25,25,26,27,29
前金,2021/12/8,PM2.5,32,27,27,24,20,21,27,27,30,29,30,32,27,19,18,20,12,14,16,18,30,36,38,38
前金,2021/12/9,PM2.5,35,37,33,33,25,25,23,31,38,30,27,28,24,21,15,26,22,25,23,28,26,29,25,26
前金,2021/12/10,PM2.5,33,24,20,21,19,20,27,30,38,41,34,29,22,15,14,17,19,22,25,22,18,19,18,14
前金,2021/12/11,PM2.5,18,28,29,25,26,28,27,26,25,25,19,22,21,29,21,21,19,20,24,24,22,31,30,28
前金,2021/12/12,PM2.5,29,32,41,45,48,51,45,50,47,38,33,43,43,35,32,23,19,18,25,30,29,24,24,24
前金,2021/12/13,PM2.5,23,20,18,21,26,20,18,16,19,16,25,25,29,28,25,23,20,21,21,24,19,21,24,23
前金,2021/12/14,PM2.5,29,24,26,19,24,26,28,26,34,34,36,39,31,39,32,31,29,25,23,21,16,27,35,29
前金,2021/12/15,PM2.5,24,26,27,26,36,35,32,29,36,49,44,42,39,32,28,26,34,32,22,31,34,48,42,41
前金,2021/12/16,PM2.5,44,44,43,42,43,39,40,43,49,48,47,33,15,30,38,49,36,39,45,40,33,37,36,34
前金,2021/12/17,PM2.5,36,45,53,53,58,65,67,61,58,57,55,53,51,44,30,37,42,38,36,39,35,44,46,48
前金,2021/12/18,PM2.5,36,28,22,25,22,20,26,23,28,30,35,32,27,26,36,30,31,28,27,28,28,26,28,28
前金,2021/12/19,PM2.5,27,26,25,23,21,22,23,25,25,23,30,32,34,32,26,29,26,24,20,25,29,39,32,32
前金,2021/12/20,PM2.5,35,38,37,34,33,35,39,35,44,54,52,56,47,43,50,57,54,60,63,60,40,36,38,40
前金,2021/12/21,PM2.5,29,32,37,36,33,39,35,41,45,46,55,61,69,63,65,32,6,7,5,5,7,5,8,23
前金,2021/12/22,PM2.5,27,27,20,18,17,32,36,32,30,30,33,31,29,29,27,25,35,37,33,34,30,28,29,31
前金,2021/12/23,PM2.5,32,36,33,34,31,34,34,40,38,47,46,41,59,52,48,30,25,27,25,30,32,33,34,35
前金,2021/12/24,PM2.5,41,37,41,55,49,56,56,49,44,26,16,38,38,38,35,29,38,46,46,42,32,32,31,34
前金,2021/12/25,PM2.5,35,38,34,34,38,28,32,28,37,41,40,47,42,42,41,39,31,31,31,31,26,22,23,24
前金,2021/12/26,PM2.5,24,18,19,18,19,16,20,11,13,12,16,14,19,19,19,23,20,21,21,20,21,22,16,18
前金,2021/12/27,PM2.5,19,15,16,18,12,14,17,12,17,21,22,28,26,24,22,24,21,28,26,32,28,27,25,26
前金,2021/12/28,PM2.5,25,27,23,24,32,26,22,29,31,33,38,38,19,23,19,24,19,12,19,22,29,29,35,38
前金,2021/12/29,PM2.5,42,40,39,36,31,29,35,35,43,32,35,33,32,38,34,19,19,24,27,32,36,43,39,41
前金,2021/12/30,PM2.5,48,47,43,40,46,44,34,36,36,37,38,38,39,35,33,43,44,44,50,55,57,57,52,50
前金,2021/12/31,PM2.5,43,45,46,45,45,40,44,41,45,54,61,49,49,38,37,31,30,30,31,31,32,35,31,26
