site,date,item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
古亭,2021/8/9,RH,88,87,85,87,88,88,86,84,79,68,64,62,80,80,77,83,81,78,75,78,80,82,82,81
古亭,2021/8/10,RH,82,82,83,82,85,85,84,78,71,65,61,61,65,88,85,76,73,74,76,77,79,82,81,78
古亭,2021/8/11,RH,80,80,80,82,85,86,84,81,77,68,65,59,59,65,68,76,85,85,85,84,84,84,85,86
古亭,2021/8/12,RH,85,86,86,85,86,87,86,83,78,69,60,56,54,53,56,63,76,90,89,85,84,85,83,80
古亭,2021/8/13,RH,84,85,86,85,85,85,83,82,75,68,60,55,57,68,95,92,88,87,89,88,89,90,88,87
古亭,2021/8/14,RH,87,87,89,88,86,85,84,81,75,70,66,61,58,61,65,89,86,83,83,85,92,92,87,89
古亭,2021/8/15,RH,90,90,91,89,89,89,87,83,78,71,66,69,67,69,66,67,67,66,73,75,76,79,80,79
古亭,2021/8/16,RH,80,82,83,83,84,86,85,79,71,63,59,58,57,62,65,83,74,71,73,78,82,81,81,82
古亭,2021/8/17,RH,84,84,82,84,83,86,84,79,72,63,61,58,57,57,60,59,56,60,65,68,70,73,74,75
古亭,2021/8/18,RH,76,76,76,78,78,78,83,80,75,72,68,67,73,73,76,84,79,76,77,79,81,83,83,85
古亭,2021/8/19,RH,86,83,85,86,86,86,83,77,73,67,60,56,56,70,75,88,87,82,82,86,85,88,88,85
古亭,2021/8/20,RH,86,86,84,85,87,83,82,78,70,63,59,61,60,58,58,60,71,71,76,77,79,81,81,81
古亭,2021/8/21,RH,80,79,82,81,79,81,81,77,72,68,61,59,58,59,68,82,87,78,68,68,75,82,83,84
古亭,2021/8/22,RH,84,84,86,86,85,84,84,82,76,68,62,58,63,60,59,61,64,66,69,73,75,76,77,79
古亭,2021/8/23,RH,78,79,79,80,81,83,83,79,73,62,58,56,56,58,62,68,68,68,67,69,74,75,76,78
古亭,2021/8/24,RH,79,81,83,84,83,83,82,78,72,66,59,54,55,61,62,71,77,73,76,81,81,83,83,82
古亭,2021/8/25,RH,83,81,82,84,82,80,80,78,68,59,55,56,55,57,69,89,87,88,85,86,84,84,85,85
古亭,2021/8/26,RH,84,87,87,86,86,86,85,81,74,64,60,55,51,52,51,50,54,58,62,63,64,66,67,68
古亭,2021/8/27,RH,68,70,73,76,77,78,77,72,62,59,53,49,48,55,52,57,59,59,58,62,64,66,69,70
古亭,2021/8/28,RH,69,71,73,74,74,76,73,65,58,56,55,54,51,51,51,52,54,57,60,62,65,67,66,66
古亭,2021/8/29,RH,66,65,65,66,67,69,70,68,63,59,56,53,52,51,51,51,53,58,62,63,64,65,64,65
古亭,2021/8/30,RH,66,66,67,67,67,67,66,63,59,55,53,53,51,52,53,54,56,59,65,67,69,68,68,69
古亭,2021/8/31,RH,70,68,67,65,64,65,64,63,60,57,54,52,57,63,63,62,65,63,63,65,65,66,66,68
古亭,2021/9/1,RH,68,69,68,68,70,71,72,67,62,56,52,51,53,48,49,55,58,57,60,63,65,67,67,67
古亭,2021/9/2,RH,69,71,71,73,74,76,75,73,70,64,60,55,58,78,76,73,66,66,66,68,69,69,72,73
古亭,2021/9/3,RH,76,77,78,80,81,80,79,77,73,68,59,56,60,60,62,66,67,66,65,63,62,63,67,72
古亭,2021/9/4,RH,73,74,74,75,78,78,78,74,67,59,55,64,69,71,90,93,94,91,90,89,81,79,76,78
古亭,2021/9/5,RH,77,77,78,82,82,86,86,76,67,61,58,57,56,56,55,57,60,62,65,68,68,68,66,68
古亭,2021/9/6,RH,69,69,69,71,73,74,73,71,65,61,59,57,56,57,63,64,81,88,85,84,84,82,82,80
古亭,2021/9/7,RH,81,82,83,82,85,85,84,78,70,63,56,51,53,55,53,54,56,58,61,62,65,64,67,67
古亭,2021/9/8,RH,68,70,72,74,75,76,77,74,67,61,56,53,55,53,50,45,48,55,59,62,64,64,62,61
古亭,2021/9/9,RH,62,63,60,61,63,65,66,65,59,51,44,40,40,41,45,47,50,52,59,64,67,69,70,67
古亭,2021/9/10,RH,67,65,66,67,68,71,69,64,60,54,52,50,49,51,52,52,54,57,61,64,65,71,72,73
古亭,2021/9/11,RH,73,76,82,84,84,86,84,70,65,63,58,54,55,54,61,63,63,65,66,70,76,79,76,71
古亭,2021/9/12,RH,75,77,76,76,75,79,81,81,81,81,92,94,91,93,93,92,88,91,89,91,89,88,83,75
古亭,2021/9/13,RH,68,67,69,71,72,73,69,67,64,58,56,57,60,62,57,55,56,57,62,64,65,74,76,78
古亭,2021/9/14,RH,79,73,74,82,84,82,81,76,69,67,64,61,57,56,56,56,63,66,67,68,68,71,73,77
古亭,2021/9/15,RH,84,90,91,89,88,89,88,85,77,70,68,68,67,64,64,66,71,70,71,70,67,67,71,73
古亭,2021/9/16,RH,77,79,82,83,82,83,84,82,77,70,63,71,67,63,65,69,71,68,69,70,71,72,72,74
古亭,2021/9/17,RH,74,75,78,77,77,80,80,77,72,67,60,60,62,70,89,88,83,82,79,80,79,79,81,81
古亭,2021/9/18,RH,80,80,82,82,82,82,81,80,74,68,61,60,62,66,68,72,76,79,76,77,77,76,74,72
古亭,2021/9/19,RH,71,72,72,74,76,79,80,77,71,63,58,55,50,51,57,59,66,67,70,72,71,74,76,78
古亭,2021/9/20,RH,79,80,81,81,79,79,80,76,72,69,60,52,47,55,48,46,60,62,64,64,66,68,71,73
古亭,2021/9/21,RH,74,75,77,79,79,80,80,75,73,71,67,62,58,54,54,58,67,71,73,73,69,66,69,72
古亭,2021/9/22,RH,74,79,75,77,80,81,80,76,70,65,57,50,53,52,51,56,62,67,68,66,69,69,67,69
古亭,2021/9/23,RH,70,74,74,76,77,78,80,76,68,61,57,52,51,51,52,53,58,62,64,67,68,68,67,67
古亭,2021/9/24,RH,70,70,73,77,80,82,80,72,67,62,60,61,62,59,61,66,67,71,74,76,77,77,75,73
古亭,2021/9/25,RH,79,77,76,74,73,73,73,72,68,64,60,60,57,55,59,62,65,68,71,72,70,66,67,73
古亭,2021/9/26,RH,77,76,73,75,75,75,75,73,70,65,63,61,62,63,65,67,68,71,75,80,80,81,81,82
古亭,2021/9/27,RH,85,84,85,85,85,85,85,81,75,69,64,60,57,56,57,58,62,66,72,75,74,74,74,76
古亭,2021/9/28,RH,76,77,78,80,81,82,81,77,72,70,67,62,51,53,54,55,61,63,70,73,72,74,74,75
古亭,2021/9/29,RH,76,78,78,78,76,75,76,72,70,66,60,50,49,52,53,58,64,68,72,76,78,78,79,81
古亭,2021/9/30,RH,81,81,72,70,73,75,75,71,66,59,54,51,55,61,65,66,67,73,75,78,78,78,78,78
古亭,2021/10/1,RH,81,82,83,82,81,80,79,77,74,70,72,80,76,72,71,72,72,74,76,75,77,78,78,80
古亭,2021/10/2,RH,81,82,83,84,84,83,82,79,73,66,63,63,63,64,64,65,65,67,67,68,68,67,66,65
古亭,2021/10/3,RH,65,62,64,66,67,66,67,67,58,51,49,46,44,42,41,48,52,56,60,63,65,64,64,65
古亭,2021/10/4,RH,65,66,68,70,70,69,65,62,58,56,53,53,54,49,45,47,52,58,67,71,69,70,69,67
古亭,2021/10/5,RH,67,67,66,65,64,63,63,63,60,59,54,53,51,50,50,51,58,64,68,73,67,67,71,72
古亭,2021/10/6,RH,75,71,73,74,73,74,72,71,69,65,59,58,59,61,57,58,59,67,68,67,67,67,67,65
古亭,2021/10/7,RH,60,62,65,66,67,64,67,67,63,59,56,54,53,52,54,56,59,61,64,67,68,68,68,67
古亭,2021/10/8,RH,63,62,63,62,61,60,64,64,62,60,57,59,58,61,62,62,65,68,68,67,68,68,67,65
古亭,2021/10/9,RH,65,66,67,67,72,76,77,73,68,64,58,56,55,57,58,60,62,66,68,69,70,70,70,68
古亭,2021/10/10,RH,71,72,72,72,70,70,70,68,64,61,62,62,53,49,50,49,57,66,71,77,83,86,85,82
古亭,2021/10/11,RH,82,88,90,93,92,93,92,92,90,89,88,88,89,87,89,89,92,92,92,92,90,89,90,89
古亭,2021/10/12,RH,91,93,89,86,83,81,82,83,83,83,84,81,79,69,68,70,76,79,79,76,82,80,83,80
古亭,2021/10/13,RH,81,81,83,81,80,78,76,78,77,79,85,87,79,82,78,84,79,78,80,80,81,83,89,88
古亭,2021/10/14,RH,82,77,74,72,72,75,75,73,70,71,73,78,74,69,70,72,72,71,73,77,75,75,77,75
古亭,2021/10/15,RH,74,73,71,70,68,69,71,70,67,61,57,57,54,52,53,55,59,64,67,69,68,70,72,71
古亭,2021/10/16,RH,70,70,72,73,74,75,73,69,65,61,58,53,52,55,65,65,73,87,85,81,76,76,82,81
古亭,2021/10/17,RH,82,79,76,75,71,69,71,73,72,75,73,71,68,66,65,63,64,68,67,79,84,78,79,82
古亭,2021/10/18,RH,84,79,78,77,76,80,88,85,76,70,63,61,60,65,66,69,72,76,75,74,74,74,75,76
古亭,2021/10/19,RH,75,77,79,79,80,82,80,76,72,67,61,60,62,62,61,65,68,71,71,73,74,75,78,79
古亭,2021/10/20,RH,81,81,82,82,81,80,80,82,81,78,78,74,73,73,73,75,76,80,81,82,82,83,83,83
古亭,2021/10/21,RH,84,84,83,82,83,83,82,82,82,82,80,84,92,93,93,94,93,92,92,90,89,94,93,89
古亭,2021/10/22,RH,89,90,91,94,96,94,93,93,94,93,91,89,90,89,87,89,91,90,90,92,92,90,87,87
古亭,2021/10/23,RH,86,87,85,83,82,81,78,83,87,90,91,93,91,90,89,86,89,89,91,92,90,91,90,86
古亭,2021/10/24,RH,88,93,94,93,94,95,96,96,96,95,94,95,95,96,97,97,93,92,93,93,93,93,94,95
古亭,2021/10/25,RH,97,97,97,95,94,95,96,92,91,90,90,88,87,87,86,89,91,88,89,88,88,88,85,81
古亭,2021/10/26,RH,79,80,79,80,79,80,79,78,77,74,74,70,71,72,72,71,70,70,72,74,76,77,75,75
古亭,2021/10/27,RH,76,76,76,78,78,79,79,78,74,69,66,66,65,65,67,68,68,70,71,72,70,69,69,68
古亭,2021/10/28,RH,68,68,68,69,68,69,68,67,62,58,54,52,53,54,62,63,61,61,60,60,59,63,68,69
古亭,2021/10/29,RH,71,73,82,86,85,83,82,77,72,66,59,62,63,63,63,60,61,63,67,71,69,72,73,75
古亭,2021/10/30,RH,76,76,79,80,81,83,83,85,91,89,86,83,82,79,76,77,77,79,79,78,76,76,74,73
古亭,2021/10/31,RH,74,74,76,76,79,82,82,79,77,78,77,72,72,71,77,82,84,86,89,86,81,76,77,76
古亭,2021/11/1,RH,77,78,78,75,74,74,74,81,79,75,73,75,80,79,78,75,73,72,75,73,68,68,68,68
古亭,2021/11/2,RH,67,69,71,72,74,75,77,81,82,84,85,79,77,75,72,73,74,73,71,72,74,75,76,76
古亭,2021/11/3,RH,75,76,77,76,74,76,82,81,81,76,74,72,72,76,79,78,75,76,78,83,79,75,73,74
古亭,2021/11/4,RH,75,76,76,80,86,84,80,78,80,81,78,76,75,77,77,79,82,83,83,83,79,77,77,77
古亭,2021/11/5,RH,79,81,84,84,82,83,85,81,74,65,59,57,65,67,66,67,71,76,78,80,82,84,84,84
古亭,2021/11/6,RH,83,83,82,85,85,85,86,83,77,70,66,75,73,70,67,71,72,76,77,80,79,76,77,75
古亭,2021/11/7,RH,76,79,80,81,79,80,80,80,77,71,67,65,63,63,65,68,72,75,77,76,74,74,76,78
古亭,2021/11/8,RH,79,80,81,83,82,88,96,91,91,89,85,82,79,79,78,78,79,72,65,65,69,67,67,67
古亭,2021/11/9,RH,68,67,64,62,62,60,60,59,58,58,57,57,58,60,60,59,59,59,60,63,63,64,65,66
古亭,2021/11/10,RH,66,69,69,70,70,71,71,73,75,67,59,54,53,52,52,52,55,58,62,65,67,69,73,74
古亭,2021/11/11,RH,77,79,79,81,81,79,77,68,53,44,44,44,44,44,46,48,51,54,58,59,60,60,61,62
古亭,2021/11/12,RH,62,62,61,62,61,61,74,84,85,87,80,76,78,76,74,76,78,74,72,73,74,72,75,86
古亭,2021/11/13,RH,92,93,93,95,94,92,93,92,89,91,88,85,81,81,81,86,90,88,88,89,89,91,89,87
古亭,2021/11/14,RH,88,92,93,92,89,86,86,81,81,78,75,72,69,69,69,69,69,72,73,75,73,73,73,72
古亭,2021/11/15,RH,73,74,73,73,73,73,70,66,64,60,59,59,60,60,59,60,64,69,69,69,70,71,73,75
古亭,2021/11/16,RH,74,74,74,73,73,73,74,71,67,62,59,56,54,55,56,59,62,65,67,69,70,69,71,73
古亭,2021/11/17,RH,74,74,73,72,72,75,72,71,70,69,69,69,70,71,72,71,74,77,83,85,85,88,86,86
古亭,2021/11/18,RH,88,87,89,88,88,88,92,91,88,88,86,85,84,84,83,84,87,89,90,90,88,90,90,91
古亭,2021/11/19,RH,90,88,89,88,88,94,95,94,93,89,86,79,76,73,74,77,78,79,76,76,79,81,85,84
古亭,2021/11/20,RH,82,82,82,82,83,84,86,87,87,92,94,88,83,82,84,88,86,85,86,85,86,84,81,81
古亭,2021/11/21,RH,82,77,76,77,80,82,83,81,75,67,60,55,62,63,64,65,68,72,76,80,80,81,81,86
古亭,2021/11/22,RH,88,86,86,88,85,87,85,83,83,85,82,78,77,80,79,77,78,78,80,81,81,82,87,84
古亭,2021/11/23,RH,84,84,84,90,89,90,93,92,91,91,90,89,91,90,88,86,84,84,87,88,86,86,85,83
古亭,2021/11/24,RH,81,81,79,79,76,74,71,71,69,67,64,65,65,69,72,73,77,75,77,78,80,80,81,81
古亭,2021/11/25,RH,81,81,82,83,85,87,88,86,85,84,82,80,80,81,79,79,84,89,92,93,95,96,95,96
古亭,2021/11/26,RH,96,96,95,96,95,94,94,94,94,93,93,93,93,91,87,90,90,87,87,84,82,85,87,88
古亭,2021/11/27,RH,89,87,89,90,89,88,90,91,92,90,90,92,94,91,90,92,95,95,95,87,89,89,82,79
古亭,2021/11/28,RH,80,84,84,84,85,82,78,73,72,69,69,70,70,73,79,82,82,85,83,84,85,85,84,85
古亭,2021/11/29,RH,85,82,81,83,80,84,81,79,76,74,69,66,64,65,66,66,68,73,73,73,69,69,70,70
古亭,2021/11/30,RH,73,77,78,81,83,84,83,83,86,80,75,70,72,69,72,69,80,77,75,75,74,71,69,61
古亭,2021/12/1,RH,58,55,53,52,54,52,54,54,55,57,52,49,53,55,55,57,58,58,61,62,61,60,64,65
古亭,2021/12/2,RH,65,66,68,71,74,77,78,74,67,61,62,58,57,56,59,60,62,66,70,73,73,72,77,77
古亭,2021/12/3,RH,78,79,83,84,83,82,81,77,71,56,42,40,39,39,40,42,43,45,51,55,58,58,58,60
古亭,2021/12/4,RH,60,61,60,64,72,74,76,73,63,46,45,43,44,48,47,46,50,57,60,61,61,65,69,71
古亭,2021/12/5,RH,72,71,72,75,84,90,89,89,91,92,87,83,75,75,75,80,82,83,86,88,88,87,89,91
古亭,2021/12/6,RH,91,90,90,91,91,91,94,98,97,93,92,89,82,81,79,86,84,89,90,94,97,97,96,97
古亭,2021/12/7,RH,97,97,96,87,81,80,80,74,71,70,69,69,66,63,66,69,67,67,67,66,65,65,66,66
古亭,2021/12/8,RH,68,67,68,65,64,63,66,67,65,60,55,50,46,47,47,52,58,62,66,67,69,70,69,70
古亭,2021/12/9,RH,72,71,72,73,74,76,78,79,77,77,73,71,73,70,65,66,67,68,72,72,70,69,70,68
古亭,2021/12/10,RH,70,69,66,66,67,68,68,71,75,71,66,65,65,63,65,64,64,73,82,83,84,83,87,88
古亭,2021/12/11,RH,89,91,91,92,93,92,90,90,87,80,72,65,62,62,63,66,64,65,68,73,76,77,77,78
古亭,2021/12/12,RH,79,80,84,86,86,87,86,87,87,86,83,88,93,90,91,88,85,86,88,91,89,89,89,86
古亭,2021/12/13,RH,84,85,90,87,89,92,92,92,92,90,88,89,85,85,88,87,84,83,90,89,88,89,88,86
古亭,2021/12/14,RH,84,83,82,81,81,80,79,78,77,76,76,73,70,67,64,66,72,76,78,77,77,77,78,79
古亭,2021/12/15,RH,81,82,83,82,81,86,89,89,81,74,68,64,59,56,56,57,63,67,68,68,69,67,70,73
古亭,2021/12/16,RH,72,78,87,90,92,91,91,90,79,68,63,71,66,63,56,60,75,78,82,84,87,88,86,86
古亭,2021/12/17,RH,87,87,87,86,85,83,80,79,78,76,73,73,74,75,75,74,69,64,71,69,62,64,69,68
古亭,2021/12/18,RH,57,56,67,59,58,58,60,60,64,70,70,67,67,64,65,70,79,84,85,81,76,69,71,70
古亭,2021/12/19,RH,67,63,60,59,62,66,65,67,64,54,48,50,47,48,51,54,57,59,61,62,62,63,64,67
古亭,2021/12/20,RH,69,70,71,72,72,72,71,70,70,66,62,61,60,61,62,60,63,71,76,77,82,82,85,81
古亭,2021/12/21,RH,82,85,88,89,94,96,96,96,95,94,93,94,92,91,95,97,98,99,100,100,100,100,100,100
古亭,2021/12/22,RH,100,100,100,100,100,100,100,100,100,99,98,99,93,89,90,90,90,92,90,89,88,91,93,93
古亭,2021/12/23,RH,93,93,92,94,94,94,92,91,90,90,90,90,88,86,86,89,90,93,94,95,96,96,96,97
古亭,2021/12/24,RH,97,98,98,98,99,100,100,100,100,100,98,98,98,98,95,92,89,87,87,91,94,87,76,67
古亭,2021/12/25,RH,71,73,75,78,85,84,84,90,86,92,90,91,89,87,88,90,93,94,95,93,94,94,93,95
古亭,2021/12/26,RH,96,95,95,95,94,91,92,94,95,92,90,90,90,88,93,91,92,95,95,95,95,94,95,95
古亭,2021/12/27,RH,95,94,94,95,95,96,96,96,96,94,92,92,95,95,95,95,95,95,94,95,93,92,91,92
古亭,2021/12/28,RH,94,93,90,93,93,91,90,88,88,81,79,81,80,82,82,86,90,91,92,94,95,95,95,96
古亭,2021/12/29,RH,96,96,96,94,94,92,95,96,93,90,86,83,79,78,78,78,81,84,85,86,84,85,85,90
古亭,2021/12/30,RH,90,85,82,78,75,74,73,71,67,65,66,66,67,67,67,67,68,69,69,69,70,72,71,72
古亭,2021/12/31,RH,71,71,68,69,71,71,71,73,71,69,69,67,69,71,73,75,75,77,80,84,89,90,94,96
