site,date,item,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
前金,2021/12/6,RH,93,95,96,96,96,96,95,91,82,73,59,52,51,53,60,71,75,77,77,81,86,90,92,92
前金,2021/12/7,RH,93,94,96,97,97,96,95,92,82,73,69,61,55,58,58,58,59,68,71,72,69,69,71,74
前金,2021/12/8,RH,76,79,80,80,82,84,87,86,78,66,60,61,64,58,52,58,62,65,66,70,70,71,76,77
前金,2021/12/9,RH,79,84,83,86,88,88,89,86,75,59,58,56,52,54,59,63,67,73,74,76,79,86,92,94
前金,2021/12/10,RH,96,97,97,97,95,93,94,93,85,75,67,56,57,57,60,63,67,71,74,81,85,86,88,90
前金,2021/12/11,RH,92,92,93,91,89,90,88,86,74,59,54,63,60,63,67,72,79,83,81,78,84,89,93,96
前金,2021/12/12,RH,97,97,97,97,97,97,97,97,95,84,75,67,67,69,68,72,78,75,74,76,78,81,84,88
前金,2021/12/13,RH,88,88,88,89,91,90,89,89,84,74,65,62,61,59,61,66,72,76,74,75,77,79,81,84
前金,2021/12/14,RH,88,89,89,89,90,90,91,88,83,78,67,61,60,60,64,68,71,74,83,89,91,90,90,92
前金,2021/12/15,RH,94,94,95,94,94,96,97,96,92,87,77,67,62,62,62,66,76,81,86,90,92,94,96,97
前金,2021/12/16,RH,97,97,97,97,97,97,97,97,91,78,79,77,57,69,76,80,77,84,90,85,76,74,77,80
前金,2021/12/17,RH,82,89,95,97,97,97,97,97,93,86,80,72,63,61,66,63,59,62,64,65,67,68,66,66
前金,2021/12/18,RH,66,67,68,68,67,67,67,65,62,58,55,53,52,51,51,51,51,52,54,57,60,62,64,64
前金,2021/12/19,RH,64,65,67,68,70,71,71,69,64,61,58,55,55,55,58,59,63,67,70,71,73,67,64,65
前金,2021/12/20,RH,64,64,65,66,65,66,66,69,72,72,67,64,77,94,96,93,94,94,92,94,96,97,97,97
前金,2021/12/21,RH,95,94,96,97,97,97,97,97,97,97,97,94,87,83,82,83,88,92,95,97,96,96,96,96
前金,2021/12/22,RH,96,96,96,96,96,96,96,97,96,92,87,85,83,82,82,82,80,84,87,88,88,89,90,90
前金,2021/12/23,RH,90,90,90,91,91,93,93,92,91,88,84,81,79,78,82,88,90,93,92,91,91,93,96,97
前金,2021/12/24,RH,97,97,97,97,97,97,97,96,89,77,65,76,82,84,87,86,81,83,86,89,91,90,90,93
前金,2021/12/25,RH,94,94,94,94,94,92,93,92,90,91,88,84,82,81,81,80,81,81,84,84,85,88,94,96
前金,2021/12/26,RH,96,94,94,94,96,96,95,93,89,86,83,81,79,79,76,75,77,79,78,79,80,81,83,83
前金,2021/12/27,RH,83,84,84,86,85,87,87,87,88,87,87,83,79,78,76,77,82,83,87,89,89,91,91,93
前金,2021/12/28,RH,94,94,94,94,93,91,91,92,87,86,76,69,56,60,60,65,74,85,88,89,91,94,95,96
前金,2021/12/29,RH,97,97,97,97,97,97,97,96,89,80,68,55,60,70,69,60,67,80,74,75,83,89,90,91
前金,2021/12/30,RH,94,94,94,92,95,97,97,96,92,86,81,74,67,64,65,69,73,69,64,66,68,68,69,70
前金,2021/12/31,RH,72,73,75,75,75,74,75,75,71,66,62,57,57,55,54,52,54,58,61,63,65,68,71,73
